,0
feature1663,6.0
feature1664,2.0
feature1665,2.0
feature1666,10.0
feature1667,5.0
feature1668,25.0
feature1669,6.0
feature1670,78.0
feature1671,2.0
feature1672,28.0
feature1673,11.0
feature1674,2.0
feature1675,18.0
feature1676,72.0
feature1677,7.0
feature1678,6.0
feature1679,5.0
feature1680,3.0
feature1681,2.0
feature1682,85.0
feature1683,6.0
feature1684,4.0
feature1685,3.0
feature1686,48.0
feature1687,240.0
feature1688,5.0
feature1689,22.0
feature1690,53.0
feature1691,25.0
feature1692,4.0
feature1693,9.0
feature1694,8.0
feature1695,2.0
feature1696,4.0
feature1697,12.0
feature1698,2.0
feature1699,5.0
feature1700,5.0
feature1701,2.0
feature1702,2.0
feature1703,2.0
feature1704,3.0
feature1705,29.0
feature1706,19.0
feature1707,3.0
feature1708,11.0
feature1709,34.0
feature1710,22.0
feature1711,7.0
feature1712,7.0
feature1713,8.0
feature1714,10.0
feature1715,5.0
feature1716,6.0
feature1717,9.0
feature1718,43.0
feature1719,4.0
feature1720,9.0
feature1721,5.0
feature1722,231.0
feature1723,6.0
feature1724,2.0
feature1725,2.0
feature1726,3.0
feature1727,4.0
feature1728,2.0
feature1729,7966.0
feature1730,6.0
feature1731,5.0
feature1732,3.0
feature1733,9.0
feature1734,5.0
feature1735,2.0
feature1736,3.0
feature1737,3.0
feature1738,12.0
feature1739,23.0
feature1740,3.0
feature1741,6.0
feature1742,7.0
feature1743,6.0
feature1744,5924.0
feature1745,2.0
feature1746,19.0
feature1747,24.0
feature1748,13.0
feature1749,4.0
feature1750,4.0
feature1751,9.0
feature1752,3.0
feature1753,5.0
feature1754,36.0
feature1755,10.0
feature1756,38.0
feature1757,40.0
feature1758,41.0
feature1759,226.0
feature1760,12.0
feature1761,11.0
feature1762,77.0
feature1763,3.0
feature1764,3.0
feature1765,11.0
feature1766,4.0
feature1767,5.0
feature1768,3.0
feature1769,8.0
feature1770,43.0
feature1771,120.0
feature1772,4.0
feature1773,2.0
feature1774,6.0
feature1775,4.0
feature1776,9.0
feature1777,4.0
feature1778,447.0
feature1779,7.0
feature1780,149.0
feature1781,25.0
feature1782,3.0
feature1783,53.0
feature1784,2.0
feature1785,4.0
feature1786,3.0
feature1787,25.0
feature1788,3.0
feature1789,14.0
feature1790,3.0
feature1791,8.0
feature1792,5.0
feature1793,24.0
feature1794,3.0
feature1795,2.0
feature1796,4.0
feature1797,5.0
feature1798,10.0
feature1799,2.0
feature1800,2.0
feature1801,83.0
feature1802,22.0
feature1803,6.0
feature1804,23.0
feature1805,2.0
feature1806,2.0
feature1807,20.0
feature1808,6.0
feature1809,2.0
feature1810,2.0
feature1811,2.0
feature1812,23.0
feature1813,884.0
feature1814,23.0
feature1815,6.0
feature1816,5.0
feature1817,3.0
feature1818,1173.0
feature1819,153.0
feature1820,11.0
feature1821,3.0
feature1822,3.0
feature1823,8.0
feature1824,3.0
feature1825,12.0
feature1826,2.0
feature1827,7.0
feature1828,5.0
feature1829,18.0
feature1830,50.0
feature1831,8.0
feature1832,2.0
feature1833,6.0
feature1834,18.0
feature1835,228.0
feature1836,3.0
feature1837,2.0
feature1838,3.0
feature1839,140.0
feature1840,12.0
feature1841,740.0
feature1842,3.0
feature1843,82.0
feature1844,2.0
feature1845,17.0
feature1846,3.0
feature1847,107.0
feature1848,2.0
feature1849,4.0
feature1850,2608.0
feature1851,535.0
feature1852,6.0
feature1853,3.0
feature1854,40.0
feature1855,6.0
feature1856,127.0
feature1857,15.0
feature1858,4.0
feature1859,118.0
feature1860,2.0
feature1861,2.0
feature1862,939.0
feature1863,2.0
feature1864,3.0
feature1865,15.0
feature1866,2.0
feature1867,3.0
feature1868,4.0
feature1869,24.0
feature1870,6.0
feature1871,31.0
feature1872,3.0
feature1873,5.0
feature1874,56.0
feature1875,38.0
feature1876,2.0
feature1877,5.0
feature1878,4.0
feature1879,15.0
feature1880,16.0
feature1881,8.0
feature1882,51.0
feature1883,66.0
feature1884,11.0
feature1885,5.0
feature1886,4.0
feature1887,4.0
feature1888,241.0
feature1889,4.0
feature1890,2.0
feature1891,17.0
feature1892,4.0
feature1893,6.0
feature1894,2.0
feature1895,3.0
feature1896,12.0
feature1897,144.0
feature1898,13.0
feature1899,9.0
feature1900,2.0
feature1901,345.0
feature1902,3.0
feature1903,2.0
feature1904,10.0
feature1905,5.0
feature1906,5.0
feature1907,46.0
feature1908,3.0
feature1909,45.0
feature1910,5.0
feature1911,38.0
feature1912,3.0
feature1913,3.0
feature1914,2.0
feature1915,3.0
feature1916,4.0
feature1917,79.0
feature1918,3.0
feature1919,7.0
feature1920,2.0
feature1921,2.0
feature1922,19.0
feature1923,2.0
feature1924,2.0
feature1925,17.0
feature1926,8.0
feature1927,5.0
feature1928,49.0
feature1929,12.0
feature1930,6.0
feature1931,7.0
feature1932,6.0
feature1933,105.0
feature1934,2.0
feature1935,228.0
feature1936,2.0
feature1937,63.0
feature1938,7.0
feature1939,8.0
feature1940,6097.0
feature1941,7.0
feature1942,10.0
feature1943,9.0
feature1944,5.0
feature1945,2.0
feature1946,2.0
feature1947,3.0
feature1948,4.0
feature1949,5.0
feature1950,4.0
feature1951,3.0
feature1952,4.0
feature1953,3.0
feature1954,4.0
feature1955,88.0
feature1956,19.0
feature1957,3.0
feature1958,291.0
feature1959,3.0
feature1960,4.0
feature1961,2.0
feature1962,16.0
feature1963,18.0
feature1964,8.0
feature1965,12.0
feature1966,2.0
feature1967,8.0
feature1968,5.0
feature1969,18.0
feature1970,4.0
feature1971,3.0
feature1972,23.0
feature1973,10.0
feature1974,65.0
feature1975,2.0
feature1976,245.0
feature1977,4.0
feature1978,4.0
feature1979,4.0
feature1980,5.0
feature1981,10.0
feature1982,181.0
feature1983,15.0
feature1984,28.0
feature1985,95.0
feature1986,22.0
feature1987,92.0
feature1988,26.0
feature1989,9.0
feature1990,8.0
feature1991,3.0
feature1992,18.0
feature1993,2.0
feature1994,4.0
feature1995,6.0
feature1996,11.0
feature1997,8.0
feature1998,3.0
feature1999,4.0
feature2000,46.0
feature2001,10.0
feature2002,5.0
feature2003,3.0
feature2004,2.0
feature2005,3.0
feature2006,4.0
feature2007,6.0
feature2008,4.0
feature2009,6.0
feature2010,3.0
feature2011,10.0
feature2012,67.0
feature2013,61.0
feature2014,84.0
feature2015,3.0
feature2016,2.0
feature2017,185.0
feature2018,112.0
feature2019,11.0
feature2020,3.0
feature2021,76.0
feature2022,2.0
feature2023,3.0
feature2024,3.0
feature2025,2.0
feature2026,141.0
feature2027,3.0
feature2028,25.0
feature2029,4.0
feature2030,3.0
feature2031,49.0
feature2032,7.0
feature2033,4.0
feature2034,3.0
feature2035,26.0
feature2036,7.0
feature2037,177.0
feature2038,2973.0
feature2039,177.0
feature2040,4.0
feature2041,6.0
feature2042,27.0
feature2043,48.0
feature2044,12.0
feature2045,4.0
feature2046,4.0
feature2047,4.0
feature2048,3.0
feature2049,13.0
feature2050,7.0
feature2051,222.0
feature2052,5.0
feature2053,173.0
feature2054,11.0
feature2055,10.0
feature2056,6.0
feature2057,17.0
feature2058,3.0
feature2059,2.0
feature2060,2.0
feature2061,12.0
feature2062,42.0
feature2063,72.0
feature2064,4.0
feature2065,2.0
feature2066,8.0
feature2067,4.0
feature2068,2.0
feature2069,63.0
feature2070,2.0
feature2071,94.0
feature2072,29.0
feature2073,12.0
feature2074,5.0
feature2075,3.0
feature2076,3.0
feature2077,33.0
feature2078,3.0
feature2079,2.0
feature2080,4.0
feature2081,110.0
feature2082,12.0
feature2083,2.0
feature2084,4.0
feature2085,8.0
feature2086,74.0
feature2087,3.0
feature2088,8.0
feature2089,9.0
feature2090,6.0
feature2091,3.0
feature2092,3.0
feature2093,2.0
feature2094,5.0
feature2095,3.0
feature2096,5.0
feature2097,2.0
feature2098,3.0
feature2099,11.0
feature2100,4604.0
feature2101,2.0
feature2102,6.0
feature2103,4.0
feature2104,3.0
feature2105,2.0
feature2106,210.0
feature2107,3.0
feature2108,4.0
feature2109,6.0
feature2110,98.0
feature2111,5.0
feature2112,67.0
feature2113,17.0
feature2114,3.0
feature2115,5.0
feature2116,96.0
feature2117,6.0
feature2118,2.0
feature2119,6.0
feature2120,8.0
feature2121,18.0
feature2122,3.0
feature2123,2.0
feature2124,6.0
feature2125,4.0
feature2126,3.0
feature2127,8.0
feature2128,201.0
feature2129,32.0
feature2130,4.0
feature2131,18.0
feature2132,19.0
feature2133,7.0
feature2134,2.0
feature2135,4.0
feature2136,2.0
feature2137,15.0
feature2138,4.0
feature2139,24.0
feature2140,2.0
feature2141,2.0
feature2142,2.0
feature2143,2.0
feature2144,2.0
feature2145,6.0
feature2146,8.0
feature2147,6.0
feature2148,8.0
feature2149,110.0
feature2150,23.0
feature2151,8.0
feature2152,3.0
feature2153,17.0
feature2154,24.0
feature2155,4.0
feature2156,6.0
feature2157,26.0
feature2158,7.0
feature2159,38.0
feature2160,3.0
feature2161,15.0
feature2162,11.0
feature2163,3.0
feature2164,106.0
feature2165,4.0
feature2166,8.0
feature2167,4.0
feature2168,3.0
feature2169,99.0
feature2170,9.0
feature2171,2.0
feature2172,32.0
feature2173,14.0
feature2174,2.0
feature2175,2.0
feature2176,12.0
feature2177,73.0
feature2178,4.0
feature2179,6.0
feature2180,3.0
feature2181,2.0
feature2182,15.0
feature2183,12.0
feature2184,145.0
feature2185,17.0
feature2186,6.0
feature2187,3.0
feature2188,9.0
feature2189,42.0
feature2190,4.0
feature2191,3.0
feature2192,21.0
feature2193,29.0
feature2194,11.0
feature2195,5.0
feature2196,3.0
feature2197,40.0
feature2198,11.0
feature2199,20.0
feature2200,8.0
feature2201,16.0
feature2202,3.0
feature2203,12.0
feature2204,4.0
feature2205,3.0
feature2206,18.0
feature2207,2.0
feature2208,9.0
feature2209,6.0
feature2210,5.0
feature2211,15.0
feature2212,15.0
feature2213,3.0
feature2214,36.0
feature2215,4.0
feature2216,6.0
feature2217,6.0
feature2218,2.0
feature2219,3.0
feature2220,6.0
feature2221,3.0
feature2222,4.0
feature2223,4.0
feature2224,76.0
feature2225,14.0
feature2226,6.0
feature2227,13.0
feature2228,69.0
feature2229,9.0
feature2230,2.0
feature2231,3.0
feature2232,5.0
feature2233,17.0
feature2234,2.0
feature2235,3.0
feature2236,7.0
feature2237,4.0
feature2238,12.0
feature2239,66.0
feature2240,3.0
feature2241,10.0
feature2242,5.0
feature2243,7.0
feature2244,4.0
feature2245,6.0
feature2246,7.0
feature2247,171.0
feature2248,4.0
feature2249,11.0
feature2250,5.0
feature2251,2.0
feature2252,5.0
feature2253,2.0
feature2254,2.0
feature2255,7.0
feature2256,2.0
feature2257,84.0
feature2258,7.0
feature2259,2.0
feature2260,5.0
feature2261,447.0
feature2262,14.0
feature2263,24.0
feature2264,3.0
feature2265,5.0
feature2266,28.0
feature2267,3.0
feature2268,5.0
feature2269,14.0
feature2270,3.0
feature2271,14.0
feature2272,7.0
feature2273,55.0
feature2274,9.0
feature2275,34.0
feature2276,22.0
feature2277,130.0
feature2278,2.0
feature2279,10.0
feature2280,9.0
feature2281,3.0
feature2282,3.0
feature2283,3.0
feature2284,2.0
feature2285,5.0
feature2286,4.0
feature2287,952.0
feature2288,3.0
feature2289,23.0
feature2290,5.0
feature2291,2.0
feature2292,532.0
feature2293,11.0
feature2294,6.0
feature2295,177.0
feature2296,458.0
feature2297,34.0
feature2298,4.0
feature2299,2.0
feature2300,2.0
feature2301,2584.0
feature2302,37.0
feature2303,86.0
feature2304,4.0
feature2305,9563.0
feature2306,11.0
feature2307,43.0
feature2308,12.0
feature2309,7.0
feature2310,3.0
feature2311,46.0
feature2312,4.0
feature2313,40.0
feature2314,4.0
feature2315,2.0
feature2316,3.0
feature2317,6.0
feature2318,18.0
feature2319,3.0
feature2320,8.0
feature2321,5.0
feature2322,10.0
feature2323,6.0
feature2324,26.0
feature2325,13.0
feature2326,5.0
feature2327,2.0
feature2328,9.0
feature2329,5.0
feature2330,3.0
feature2331,2.0
feature2332,14.0
feature2333,4.0
feature2334,5.0
feature2335,7.0
feature2336,4.0
feature2337,2.0
feature2338,533.0
feature2339,3.0
feature2340,3.0
feature2341,2.0
feature2342,5.0
feature2343,6.0
feature2344,5.0
feature2345,4.0
feature2346,99.0
feature2347,6.0
feature2348,2.0
feature2349,4.0
feature2350,35.0
feature2351,8.0
feature2352,2.0
feature2353,6.0
feature2354,6.0
feature2355,3.0
feature2356,22.0
feature2357,4.0
feature2358,64.0
feature2359,2.0
feature2360,3.0
feature2361,2539.0
feature2362,2.0
feature2363,25.0
feature2364,3.0
feature2365,6.0
feature2366,5.0
feature2367,5.0
feature2368,3.0
feature2369,4.0
feature2370,9.0
feature2371,26.0
feature2372,6.0
feature2373,31.0
feature2374,2.0
feature2375,13.0
feature2376,211.0
feature2377,2.0
feature2378,5.0
feature2379,7.0
feature2380,3.0
feature2381,13.0
feature2382,4.0
feature2383,52.0
feature2384,166.0
feature2385,17.0
feature2386,3.0
feature2387,20.0
feature2388,2.0
feature2389,6.0
feature2390,9.0
feature2391,23.0
feature2392,8.0
feature2393,8.0
feature2394,9.0
feature2395,4.0
feature2396,4.0
feature2397,2.0
feature2398,3.0
feature2399,23.0
feature2400,2.0
feature2401,2.0
feature2402,2.0
feature2403,3.0
feature2404,3.0
feature2405,2.0
feature2406,11.0
feature2407,4.0
feature2408,378.0
feature2409,2.0
feature2410,4.0
feature2411,2.0
feature2412,80.0
feature2413,6.0
feature2414,3.0
feature2415,169.0
feature2416,3.0
feature2417,21.0
feature2418,20.0
feature2419,4.0
feature2420,54.0
feature2421,5.0
feature2422,10.0
feature2423,83.0
feature2424,2618.0
feature2425,58.0
feature2426,32.0
feature2427,77.0
feature2428,55.0
feature2429,4.0
feature2430,4.0
feature2431,5.0
feature2432,13.0
feature2433,10.0
feature2434,3.0
feature2435,6.0
feature2436,20.0
feature2437,10.0
feature2438,4.0
feature2439,8.0
feature2440,4.0
feature2441,4.0
feature2442,64.0
feature2443,104.0
feature2444,10.0
feature2445,8.0
feature2446,12.0
feature2447,19.0
feature2448,5.0
feature2449,34.0
feature2450,27.0
feature2451,8.0
feature2452,6.0
feature2453,13.0
feature2454,2.0
feature2455,238.0
feature2456,10.0
feature2457,2.0
feature2458,8.0
feature2459,11.0
feature2460,40.0
feature2461,11.0
feature2462,20.0
feature2463,2.0
feature2464,6.0
feature2465,9.0
feature2466,6.0
feature2467,10.0
feature2468,3.0
feature2469,3.0
feature2470,247.0
feature2471,15.0
feature2472,521.0
feature2473,16.0
feature2474,149.0
feature2475,3.0
feature2476,4.0
feature2477,8.0
feature2478,5.0
feature2479,19.0
feature2480,9.0
feature2481,3.0
feature2482,7.0
feature2483,4.0
feature2484,79.0
feature2485,38.0
feature2486,4.0
feature2487,2.0
feature2488,2.0
feature2489,112.0
feature2490,5.0
feature2491,116.0
feature2492,3.0
feature2493,3.0
feature2494,2.0
feature2495,12.0
feature2496,23.0
feature2497,2.0
feature2498,2.0
feature2499,2.0
feature2500,10.0
feature2501,4.0
feature2502,2.0
feature2503,4.0
feature2504,3.0
feature2505,6.0
feature2506,2.0
feature2507,26.0
feature2508,8.0
feature2509,4.0
feature2510,3.0
feature2511,10464.0
feature2512,11.0
feature2513,3.0
feature2514,7.0
feature2515,3.0
feature2516,12.0
feature2517,3.0
feature2518,2.0
feature2519,328.0
feature2520,104.0
feature2521,2.0
feature2522,5.0
feature2523,4.0
feature2524,37.0
feature2525,8.0
feature2526,13.0
feature2527,149.0
feature2528,6.0
feature2529,3.0
feature2530,103.0
feature2531,27.0
feature2532,3.0
feature2533,5.0
feature2534,64.0
feature2535,2.0
feature2536,7.0
feature2537,61.0
feature2538,5.0
feature2539,4.0
feature2540,681.0
feature2541,48.0
feature2542,2538.0
feature2543,5.0
feature2544,2.0
feature2545,3.0
feature2546,5.0
feature2547,76.0
feature2548,9.0
feature2549,10.0
feature2550,10.0
feature2551,3.0
feature2552,18.0
feature2553,7.0
feature2554,33.0
feature2555,2.0
feature2556,76.0
feature2557,4.0
feature2558,7.0
feature2559,6.0
feature2560,296.0
feature2561,3.0
feature2562,12.0
feature2563,12.0
feature2564,3.0
feature2565,97.0
feature2566,156.0
feature2567,5.0
feature2568,4.0
feature2569,3.0
feature2570,8.0
feature2571,4.0
feature2572,4.0
feature2573,3.0
feature2574,80.0
feature2575,9.0
feature2576,3.0
feature2577,4.0
feature2578,2.0
feature2579,8.0
feature2580,74.0
feature2581,12.0
feature2582,7.0
feature2583,6.0
feature2584,76.0
feature2585,3.0
feature2586,3.0
feature2587,11.0
feature2588,8.0
feature2589,2308.0
feature2590,8.0
feature2591,30.0
feature2592,2.0
feature2593,4.0
feature2594,4.0
feature2595,2.0
feature2596,11.0
feature2597,10.0
feature2598,6.0
feature2599,7.0
feature2600,4.0
feature2601,24.0
feature2602,69.0
feature2603,3036.0
feature2604,15.0
feature2605,5.0
feature2606,4.0
feature2607,8.0
feature2608,43.0
feature2609,3.0
feature2610,9.0
feature2611,28.0
feature2612,8.0
feature2613,4.0
feature2614,12.0
feature2615,4.0
feature2616,3.0
feature2617,18.0
feature2618,76.0
feature2619,2.0
feature2620,2.0
feature2621,3.0
feature2622,17.0
feature2623,31.0
feature2624,18.0
feature2625,8.0
feature2626,4.0
feature2627,22.0
feature2628,6.0
feature2629,22.0
feature2630,2.0
feature2631,4.0
feature2632,35.0
feature2633,8.0
feature2634,3.0
feature2635,2.0
feature2636,3.0
feature2637,141.0
feature2638,2.0
feature2639,13.0
feature2640,6.0
feature2641,3.0
feature2642,195.0
feature2643,10.0
feature2644,211.0
feature2645,34.0
feature2646,342.0
feature2647,2.0
feature2648,77.0
feature2649,3.0
feature2650,51.0
feature2651,3.0
feature2652,9.0
feature2653,6.0
feature2654,13.0
feature2655,64.0
feature2656,5.0
feature2657,108.0
feature2658,6.0
feature2659,33.0
feature2660,8.0
feature2661,4.0
feature2662,8.0
feature2663,11.0
feature2664,10.0
feature2665,4.0
feature2666,94.0
feature2667,2.0
feature2668,3.0
feature2669,272.0
feature2670,2.0
feature2671,4.0
feature2672,70.0
feature2673,60.0
feature2674,3.0
feature2675,6.0
feature2676,2.0
feature2677,87.0
feature2678,2.0
feature2679,43.0
feature2680,26.0
feature2681,4.0
feature2682,5.0
feature2683,3.0
feature2684,5.0
feature2685,16.0
feature2686,6.0
feature2687,6.0
feature2688,6.0
feature2689,58.0
feature2690,2.0
feature2691,16.0
feature2692,2.0
feature2693,6.0
feature2694,26.0
feature2695,28.0
feature2696,3.0
feature2697,28.0
feature2698,6.0
feature2699,38.0
feature2700,5.0
feature2701,2.0
feature2702,5.0
feature2703,53.0
feature2704,2.0
feature2705,20.0
feature2706,51.0
feature2707,4.0
feature2708,14.0
feature2709,4.0
feature2710,5.0
feature2711,22.0
feature2712,15.0
feature2713,84.0
feature2714,14.0
feature2715,8.0
feature2716,6.0
feature2717,27.0
feature2718,199.0
feature2719,13.0
feature2720,9.0
feature2721,4.0
feature2722,3.0
feature2723,27.0
feature2724,9.0
feature2725,3.0
feature2726,6.0
feature2727,322.0
feature2728,5.0
feature2729,6.0
feature2730,75.0
feature2731,207.0
feature2732,2.0
feature2733,2.0
feature2734,3.0
feature2735,29.0
feature2736,2.0
feature2737,12.0
feature2738,8.0
feature2739,8.0
feature2740,2.0
feature2741,7.0
feature2742,4.0
feature2743,4.0
feature2744,76.0
feature2745,3.0
feature2746,3.0
feature2747,2.0
feature2748,14.0
feature2749,11.0
feature2750,4.0
feature2751,3.0
feature2752,5.0
feature2753,50.0
feature2754,8.0
feature2755,4.0
feature2756,5.0
feature2757,8.0
feature2758,2.0
feature2759,4.0
feature2760,8.0
feature2761,3.0
feature2762,5.0
feature2763,5.0
feature2764,5.0
feature2765,4.0
feature2766,53.0
feature2767,10.0
feature2768,33.0
feature2769,5.0
feature2770,20.0
feature2771,2617.0
feature2772,10.0
feature2773,3.0
feature2774,7.0
feature2775,12.0
feature2776,14.0
feature2777,5.0
feature2778,37.0
feature2779,10.0
feature2780,7.0
feature2781,10.0
feature2782,3.0
feature2783,254.0
feature2784,4.0
feature2785,6.0
feature2786,7.0
feature2787,6.0
feature2788,2.0
feature2789,4.0
feature2790,6.0
feature2791,17.0
feature2792,3.0
feature2793,3.0
feature2794,367.0
feature2795,4.0
feature2796,21.0
feature2797,5.0
